#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
       26500       4.139727e-03       6.640812e-05       2.359215e-03       2.688618e-02       3.164456e-03       1.166876e-02
       26600       3.845480e-03       6.613964e-05       2.190177e-03       2.414299e-02       2.733764e-03       1.164956e-02
       26700       4.203247e-03       1.032209e-04       2.385679e-03       2.620200e-02       2.823784e-03       1.162704e-02
       26800       4.105773e-03       8.245707e-05       2.265517e-03       2.798667e-02       3.230517e-03       1.226249e-02
       26900       4.187267e-03       1.501632e-04       2.268907e-03       2.901424e-02       3.855685e-03       1.216272e-02
       27000       4.267647e-03       1.296678e-04       2.415378e-03       2.871977e-02       2.173847e-03       1.176422e-02
       27100       3.918332e-03       5.940215e-05       2.200977e-03       2.848608e-02       3.279484e-03       1.160946e-02
       27200       3.891937e-03       1.335931e-04       2.231823e-03       2.845288e-02       3.435928e-03       1.153824e-02
       27300       4.065352e-03       1.398412e-04       2.301152e-03       2.763018e-02       3.689226e-03       1.186214e-02
       27400       3.921170e-03       1.472303e-04       2.172162e-03       3.055875e-02       3.360710e-03       1.206146e-02
       27500       4.107221e-03       1.301727e-04       2.360722e-03       2.739379e-02       2.965092e-03       1.165021e-02
       27600       3.854439e-03       9.123306e-05       2.190080e-03       2.861056e-02       3.257277e-03       1.185584e-02
       27700       3.955108e-03       1.568974e-04       2.269732e-03       2.506666e-02       2.824946e-03       1.217437e-02
       27800       4.257296e-03       1.482953e-04       2.353991e-03       3.316103e-02       3.525715e-03       1.202034e-02
       27900       4.117842e-03       6.119794e-05       2.216711e-03       2.853433e-02       3.599464e-03       1.184637e-02
       28000       3.903451e-03       5.071138e-05       2.229249e-03       2.829294e-02       2.713428e-03       1.149402e-02
       28100       4.057647e-03       1.011818e-04       2.281078e-03       2.798177e-02       3.084624e-03       1.192207e-02
       28200       4.007973e-03       1.150344e-04       2.240725e-03       2.702114e-02       3.914384e-03       1.196363e-02
       28300       4.164721e-03       8.950956e-05       2.311330e-03       2.686724e-02       3.476534e-03       1.157923e-02
       28400       3.959223e-03       1.120329e-04       2.231759e-03       2.725711e-02       2.345186e-03       1.169781e-02
       28500       3.938554e-03       1.504109e-04       2.235350e-03       2.779252e-02       3.771229e-03       1.205803e-02
       28600       4.091981e-03       2.491676e-05       2.289276e-03       2.948782e-02       2.605954e-03       1.195584e-02
       28700       3.887573e-03       9.786004e-05       2.157312e-03       3.096870e-02       3.382432e-03       1.181564e-02
       28800       4.127960e-03       6.715824e-05       2.254900e-03       2.539534e-02       2.604423e-03       1.185666e-02
       28900       3.936578e-03       3.547530e-05       2.232667e-03       2.941414e-02       3.297358e-03       1.209498e-02
       29000       3.963237e-03       6.148997e-05       2.192416e-03       3.643393e-02       3.256831e-03       1.209006e-02
       29100       4.078163e-03       6.276074e-05       2.337954e-03       2.516402e-02       2.946387e-03       1.127423e-02
       29200       3.883781e-03       1.215008e-04       2.184571e-03       2.751340e-02       2.756675e-03       1.145983e-02
       29300       4.055706e-03       4.326009e-05       2.280638e-03       2.664297e-02       3.712616e-03       1.200966e-02
       29400       4.071098e-03       7.399893e-05       2.315262e-03       2.851868e-02       3.527043e-03       1.187692e-02
       29500       4.062627e-03       2.475216e-05       2.251333e-03       2.945761e-02       2.733538e-03       1.187930e-02
       29600       3.974763e-03       1.273248e-04       2.247365e-03       2.634450e-02       3.711929e-03       1.178707e-02
       29700       3.853013e-03       9.071520e-05       2.194669e-03       2.439673e-02       3.314723e-03       1.174609e-02
       29800       3.905354e-03       8.072092e-05       2.189887e-03       2.641363e-02       3.772213e-03       1.178958e-02
       29900       4.057223e-03       1.132410e-04       2.267120e-03       2.834092e-02       2.818517e-03       1.209918e-02
       30000       3.963427e-03       8.333088e-05       2.233397e-03       2.704421e-02       3.589914e-03       1.210971e-02
       30100       4.262941e-03       9.582245e-05       2.273574e-03       2.932778e-02       2.750119e-03       1.200379e-02
       30200       3.941347e-03       5.782400e-05       2.206364e-03       2.866598e-02       3.493707e-03       1.190716e-02
       30300       3.842701e-03       1.319014e-04       2.176653e-03       2.703048e-02       3.545676e-03       1.176880e-02
       30400       4.085112e-03       8.008760e-05       2.276203e-03       2.914566e-02       2.691972e-03       1.193543e-02
       30500       3.997449e-03       9.527692e-05       2.217731e-03       3.054903e-02       3.941197e-03       1.200795e-02
       30600       3.769940e-03       2.123601e-04       2.153247e-03       2.550027e-02       3.081336e-03       1.184641e-02
       30700       3.947071e-03       1.712168e-04       2.225413e-03       2.653575e-02       3.380088e-03       1.161698e-02
       30800       4.013785e-03       5.536260e-05       2.189413e-03       2.681143e-02       3.367493e-03       1.160925e-02
       30900       4.026275e-03       9.947407e-05       2.270058e-03       2.871285e-02       3.226968e-03       1.180317e-02
       31000       3.983306e-03       1.444340e-04       2.226431e-03       2.451480e-02       2.740422e-03       1.204782e-02
       31100       3.759327e-03       8.584078e-05       2.108998e-03       2.981536e-02       3.303147e-03       1.195355e-02
       31200       3.963587e-03       1.234689e-04       2.220250e-03       3.166372e-02       2.340162e-03       1.181629e-02
       31300       3.863045e-03       8.304962e-05       2.169870e-03       2.535743e-02       3.921546e-03       1.199066e-02
       31400       4.031528e-03       1.574096e-04       2.321209e-03       2.522845e-02       3.365193e-03       1.166930e-02
       31500       3.875566e-03       1.483195e-04       2.207249e-03       2.522538e-02       3.500623e-03       1.187463e-02
       31600       3.679844e-03       8.550201e-05       2.071888e-03       2.752092e-02       3.991192e-03       1.197766e-02
       31700       4.167379e-03       7.362563e-05       2.377934e-03       2.649177e-02       3.498865e-03       1.163490e-02
       31800       3.942706e-03       8.975122e-05       2.196930e-03       2.750521e-02       2.467006e-03       1.169349e-02
       31900       3.838143e-03       4.877205e-05       2.180142e-03       2.590719e-02       2.879063e-03       1.169880e-02
       32000       4.090404e-03       1.135505e-04       2.333776e-03       2.604696e-02       3.594466e-03       1.152811e-02
       32100       3.855771e-03       1.095548e-04       2.156036e-03       2.983780e-02       3.296029e-03       1.204534e-02
       32200       4.048489e-03       4.979726e-05       2.295380e-03       3.100810e-02       2.803373e-03       1.201730e-02
       32300       4.102111e-03       7.696017e-05       2.280057e-03       2.593598e-02       3.822135e-03       1.181413e-02
       32400       3.800713e-03       1.008627e-04       2.156350e-03       2.767832e-02       2.852796e-03       1.203714e-02
       32500       4.037722e-03       1.502837e-04       2.313872e-03       2.961120e-02       3.364319e-03       1.194106e-02
       32600       3.879676e-03       1.066948e-04       2.145559e-03       2.724117e-02       2.920788e-03       1.195702e-02
       32700       4.024001e-03       5.095944e-05       2.285028e-03       2.506435e-02       3.495618e-03       1.180447e-02
       32800       4.135932e-03       1.329940e-04       2.307097e-03       2.462119e-02       3.244675e-03       1.178516e-02
       32900       3.766431e-03       4.398267e-05       2.118729e-03       3.040077e-02       3.221648e-03       1.190368e-02
       33000       4.161275e-03       8.335064e-05       2.371526e-03       2.909974e-02       3.157090e-03       1.180402e-02
       33100       4.009967e-03       9.183171e-05       2.226946e-03       2.420914e-02       2.756920e-03       1.179642e-02
       33200       3.784019e-03       4.782236e-05       2.162962e-03       2.687612e-02       3.533040e-03       1.176151e-02
       33300       4.148021e-03       7.216150e-05       2.378091e-03       2.792032e-02       3.629047e-03       1.185610e-02
       33400       3.688779e-03       8.871378e-05       2.106176e-03       2.841786e-02       3.376357e-03       1.176970e-02
       33500       4.048724e-03       7.875760e-05       2.266386e-03       2.505716e-02       3.146751e-03       1.122958e-02
       33600       4.084458e-03       6.919882e-05       2.238021e-03       2.543943e-02       3.121143e-03       1.169915e-02
       33700       3.907356e-03       5.592669e-05       2.192828e-03       2.837572e-02       3.685830e-03       1.196002e-02
       33800       3.876022e-03       4.937828e-05       2.216736e-03       2.661348e-02       3.416193e-03       1.176179e-02
       33900       3.718409e-03       6.416627e-05       2.106764e-03       2.428047e-02       2.838706e-03       1.152770e-02
       34000       3.819740e-03       8.717476e-05       2.175735e-03       2.894552e-02       2.915599e-03       1.158493e-02
       34100       4.056518e-03       3.929706e-05       2.280083e-03       2.776392e-02       3.256251e-03       1.188501e-02
       34200       3.989342e-03       6.423695e-05       2.193554e-03       2.934743e-02       2.570265e-03       1.194578e-02
       34300       4.105852e-03       6.280126e-05       2.314519e-03       2.598552e-02       3.367603e-03       1.157273e-02
       34400       3.960715e-03       3.013575e-05       2.219514e-03       2.703322e-02       3.102189e-03       1.153386e-02
       34500       3.890156e-03       9.645136e-05       2.143406e-03       2.809395e-02       2.860486e-03       1.187358e-02
       34600       4.217403e-03       6.338268e-05       2.380623e-03       3.333404e-02       3.264028e-03       1.158641e-02
       34700       3.921673e-03       5.700039e-05       2.233992e-03       2.436714e-02       2.370541e-03       1.167766e-02
       34800       3.854239e-03       2.436477e-05       2.167043e-03       2.944832e-02       2.576877e-03       1.155956e-02
       34900       3.904163e-03       2.680202e-05       2.214877e-03       2.758072e-02       3.393844e-03       1.162078e-02
       35000       3.926251e-03       1.221359e-04       2.113043e-03       2.736805e-02       3.060688e-03       1.187855e-02
       35100       4.153204e-03       4.475441e-05       2.314730e-03       2.584966e-02       3.361971e-03       1.173808e-02
       35200       3.989801e-03       1.128864e-04       2.209147e-03       2.799200e-02       3.395607e-03       1.169774e-02
       35300       3.649715e-03       6.945086e-05       2.089975e-03       2.457070e-02       3.747645e-03       1.168337e-02
       35400       4.055523e-03       2.906976e-05       2.284721e-03       2.777996e-02       3.592034e-03       1.158160e-02
       35500       3.849518e-03       6.278552e-05       2.186983e-03       2.492289e-02       3.849025e-03       1.223180e-02
       35600       4.052492e-03       5.942029e-05       2.265801e-03       2.723425e-02       4.101459e-03       1.165032e-02
       35700       4.090859e-03       1.168466e-04       2.276292e-03       2.708756e-02       2.975303e-03       1.171029e-02
       35800       3.670996e-03       6.163554e-05       2.062701e-03       2.729714e-02       2.667703e-03       1.209863e-02
       35900       3.986049e-03       5.384494e-05       2.281413e-03       3.328149e-02       2.957178e-03       1.175369e-02
       36000       4.110067e-03       2.702572e-05       2.242891e-03       2.702372e-02       4.111322e-03       1.184589e-02
       36100       3.938453e-03       9.151396e-05       2.231132e-03       2.540771e-02       3.118491e-03       1.177177e-02
       36200       3.939094e-03       2.526909e-05       2.241013e-03       2.728478e-02       3.653492e-03       1.177029e-02
       36300       3.812753e-03       5.584073e-05       2.164157e-03       2.936594e-02       2.996454e-03       1.185375e-02
       36400       3.984878e-03       7.927060e-05       2.271713e-03       2.665442e-02       3.152731e-03       1.177754e-02
       36500       4.227943e-03       9.915287e-05       2.246410e-03       3.002318e-02       3.874704e-03       1.180236e-02
       36600       4.129154e-03       9.421394e-05       2.237437e-03       2.601889e-02       3.171079e-03       1.176456e-02
       36700       3.864979e-03       5.104573e-05       2.215551e-03       3.227284e-02       3.175831e-03       1.194367e-02
       36800       3.902031e-03       1.248286e-04       2.200260e-03       2.793883e-02       3.789643e-03       1.170188e-02
       36900       4.110697e-03       3.815449e-05       2.324819e-03       2.389274e-02       3.444227e-03       1.151276e-02
       37000       4.125560e-03       7.276326e-05       2.313974e-03       2.437264e-02       3.997313e-03       1.191928e-02
       37100       3.770109e-03       1.082475e-04       2.149091e-03       2.782931e-02       2.440853e-03       1.186018e-02
       37200       3.978982e-03       9.755774e-05       2.189191e-03       2.522524e-02       3.808917e-03       1.146683e-02
       37300       4.067734e-03       9.951288e-05       2.257061e-03       2.777471e-02       3.172137e-03       1.192930e-02
       37400       4.058872e-03       1.078262e-04       2.242955e-03       2.768901e-02       3.088010e-03       1.185570e-02
       37500       3.796454e-03       8.145074e-05       2.152290e-03       2.819639e-02       3.553480e-03       1.178293e-02
       37600       3.800689e-03       7.859064e-05       2.161435e-03       2.765705e-02       3.351536e-03       1.171764e-02
       37700       3.972096e-03       4.074422e-05       2.238666e-03       2.802506e-02       3.842164e-03       1.160060e-02
       37800       4.030744e-03       1.431190e-04       2.229879e-03       2.606422e-02       3.386418e-03       1.182366e-02
       37900       3.921701e-03       8.608329e-05       2.170756e-03       2.629770e-02       2.714411e-03       1.197163e-02
       38000       3.820027e-03       1.466022e-04       2.173887e-03       2.906988e-02       3.014828e-03       1.183652e-02
       38100       3.703281e-03       7.732344e-05       2.129946e-03       2.521727e-02       2.710710e-03       1.179828e-02
       38200       4.040465e-03       1.368734e-04       2.268104e-03       2.679064e-02       3.472352e-03       1.189012e-02
       38300       3.954531e-03       7.798712e-05       2.245608e-03       2.506297e-02       3.040408e-03       1.186638e-02
       38400       3.957528e-03       5.913494e-05       2.218323e-03       3.077739e-02       2.866187e-03       1.173623e-02
       38500       4.065955e-03       9.617404e-05       2.263022e-03       2.633519e-02       2.844707e-03       1.169036e-02
       38600       4.065726e-03       1.138642e-04       2.218526e-03       2.416393e-02       4.122414e-03       1.168045e-02
       38700       4.205485e-03       4.514915e-05       2.226171e-03       2.541060e-02       3.558638e-03       1.205734e-02
       38800       3.969661e-03       1.048851e-04       2.212934e-03       2.739990e-02       3.037748e-03       1.195785e-02
       38900       3.850530e-03       1.556807e-04       2.155925e-03       2.967549e-02       3.433982e-03       1.188743e-02
       39000       3.845624e-03       1.903778e-04       2.177412e-03       2.613043e-02       4.339538e-03       1.198509e-02
       39100       4.076383e-03       1.079418e-04       2.300727e-03       2.919175e-02       2.122414e-03       1.184322e-02
       39200       4.097305e-03       3.689243e-05       2.270977e-03       3.696077e-02       2.480366e-03       1.200337e-02
       39300       3.941723e-03       1.233571e-04       2.228772e-03       2.871491e-02       2.516208e-03       1.216188e-02
       39400       4.183572e-03       2.049891e-04       2.298740e-03       2.755456e-02       2.945629e-03       1.178921e-02
       39500       3.798402e-03       2.037386e-04       2.173477e-03       2.775553e-02       3.509016e-03       1.176928e-02
       39600       3.944082e-03       1.053222e-04       2.227190e-03       2.870927e-02       3.488953e-03       1.198696e-02
       39700       3.884218e-03       1.524851e-04       2.233272e-03       2.642070e-02       2.562205e-03       1.172816e-02
       39800       3.899293e-03       1.189488e-04       2.230870e-03       2.589463e-02       2.738322e-03       1.173138e-02
       39900       3.942460e-03       1.609817e-04       2.209952e-03       2.628763e-02       3.592294e-03       1.165065e-02
       40000       3.848460e-03       6.668486e-05       2.181170e-03       2.584842e-02       3.382622e-03       1.165612e-02
       40100       3.973929e-03       6.236988e-05       2.228039e-03       3.369518e-02       2.803165e-03       1.198648e-02
       40200       3.793390e-03       9.633709e-05       2.164439e-03       2.887921e-02       3.291688e-03       1.209246e-02
       40300       3.942144e-03       1.512878e-04       2.181043e-03       2.980800e-02       3.720629e-03       1.183608e-02
       40400       3.965410e-03       1.512968e-04       2.287654e-03       2.636568e-02       4.048370e-03       1.165127e-02
       40500       3.895761e-03       1.490861e-04       2.199902e-03       3.068478e-02       3.169454e-03       1.188682e-02
       40600       4.169605e-03       5.358806e-05       2.332361e-03       2.807332e-02       3.705642e-03       1.186907e-02
       40700       4.157494e-03       5.231999e-05       2.317984e-03       2.940473e-02       3.316970e-03       1.179302e-02
       40800       4.148894e-03       5.866892e-05       2.263417e-03       2.970871e-02       3.103503e-03       1.182788e-02
       40900       3.962564e-03       9.217731e-05       2.252446e-03       2.712082e-02       3.334884e-03       1.175874e-02
       41000       3.923884e-03       1.279114e-04       2.174084e-03       2.643068e-02       2.999753e-03       1.221756e-02
       41100       4.154929e-03       7.047399e-05       2.326951e-03       2.612613e-02       3.026699e-03       1.188685e-02
       41200       3.976517e-03       1.414641e-04       2.258008e-03       2.957856e-02       3.123759e-03       1.157195e-02
       41300       3.906579e-03       1.518460e-04       2.128339e-03       2.693537e-02       3.332515e-03       1.158250e-02
       41400       4.071734e-03       1.101764e-04       2.313668e-03       2.742431e-02       3.044249e-03       1.160011e-02
       41500       3.991137e-03       1.202844e-04       2.162924e-03       2.525096e-02       3.426636e-03       1.219623e-02
       41600       3.850572e-03       1.310295e-04       2.151087e-03       2.794517e-02       3.147829e-03       1.180884e-02
       41700       4.000431e-03       1.324646e-04       2.238702e-03       2.552520e-02       3.484210e-03       1.167371e-02
       41800       3.859606e-03       7.418265e-05       2.132917e-03       2.859223e-02       3.471132e-03       1.207418e-02
       41900       3.964975e-03       1.127859e-04       2.238137e-03       2.972533e-02       2.933611e-03       1.184194e-02
       42000       4.061506e-03       8.087234e-05       2.222564e-03       2.667688e-02       3.612125e-03       1.163180e-02
       42100       4.054923e-03       7.354266e-05       2.187897e-03       2.853688e-02       2.123815e-03       1.202986e-02
       42200       3.995949e-03       1.660248e-05       2.286505e-03       2.889124e-02       3.357083e-03       1.198948e-02
       42300       3.717309e-03       1.596640e-04       2.095099e-03       3.365966e-02       2.950110e-03       1.184201e-02
       42400       3.981557e-03       4.844010e-05       2.207944e-03       2.692907e-02       3.483067e-03       1.194047e-02
       42500       3.944651e-03       5.917895e-05       2.275585e-03       2.623419e-02       2.848499e-03       1.176950e-02
       42600       3.746484e-03       5.666796e-05       2.087126e-03       2.424401e-02       2.129754e-03       1.153680e-02
       42700       4.031260e-03       8.976991e-05       2.259221e-03       2.417878e-02       3.080433e-03       1.164481e-02
       42800       3.740273e-03       8.509590e-05       2.121840e-03       3.271086e-02       3.812528e-03       1.200965e-02
       42900       3.908677e-03       6.116681e-05       2.210501e-03       2.653443e-02       3.198727e-03       1.183752e-02
       43000       4.045908e-03       5.668001e-05       2.283774e-03       3.318878e-02       3.217473e-03       1.187788e-02
       43100       3.791851e-03       1.409412e-04       2.137045e-03       2.508631e-02       3.428423e-03       1.178359e-02
       43200       3.785514e-03       3.525525e-05       2.174853e-03       2.666860e-02       2.784711e-03       1.174380e-02
       43300       3.885795e-03       1.680618e-04       2.221290e-03       2.957994e-02       3.174087e-03       1.172572e-02
       43400       4.277092e-03       6.284981e-05       2.280164e-03       2.810674e-02       3.407394e-03       1.193613e-02
       43500       4.285395e-03       6.504316e-05       2.355892e-03       2.633168e-02       3.270591e-03       1.209860e-02
       43600       3.883586e-03       1.856354e-04       2.119353e-03       2.611395e-02       2.001998e-03       1.156810e-02
       43700       3.918633e-03       5.524392e-05       2.199062e-03       2.956914e-02       2.915952e-03       1.158248e-02
       43800       4.131393e-03       4.982784e-05       2.279224e-03       3.313100e-02       2.681938e-03       1.175550e-02
       43900       3.939491e-03       9.926651e-05       2.194336e-03       2.759449e-02       3.744755e-03       1.177617e-02
       44000       3.995986e-03       6.483924e-05       2.253792e-03       2.456839e-02       2.937943e-03       1.180794e-02
       44100       3.788206e-03       1.633456e-04       2.159302e-03       2.626654e-02       3.045577e-03       1.170318e-02
       44200       3.831711e-03       1.258701e-04       2.075348e-03       3.172386e-02       3.635566e-03       1.167586e-02
       44300       4.115715e-03       8.885289e-05       2.329025e-03       2.684551e-02       2.403900e-03       1.169321e-02
       44400       3.838822e-03       1.002416e-04       2.117950e-03       2.534559e-02       4.093245e-03       1.209618e-02
       44500       3.807792e-03       1.185822e-04       2.170743e-03       2.631780e-02       3.502751e-03       1.147397e-02
       44600       4.057659e-03       6.755033e-05       2.299642e-03       2.876921e-02       3.473976e-03       1.153894e-02
       44700       3.872048e-03       1.460488e-04       2.169245e-03       2.812555e-02       3.942354e-03       1.206242e-02
       44800       4.426638e-03       3.052027e-05       2.457986e-03       2.525301e-02       3.344229e-03       1.176742e-02
       44900       3.948459e-03       8.443703e-05       2.147567e-03       2.626645e-02       3.543605e-03       1.178742e-02
       45000       3.889062e-03       6.880442e-05       2.183210e-03       2.464744e-02       2.481312e-03       1.153248e-02
       45100       4.289343e-03       1.475819e-04       2.456272e-03       2.475640e-02       2.517759e-03       1.148629e-02
       45200       4.126243e-03       1.141923e-04       2.199719e-03       3.044347e-02       2.957094e-03       1.208434e-02
       45300       4.167296e-03       1.041915e-04       2.317703e-03       2.678420e-02       2.736653e-03       1.175583e-02
       45400       3.909783e-03       6.841881e-05       2.239755e-03       2.524253e-02       2.597696e-03       1.151213e-02
       45500       3.689924e-03       1.614078e-04       2.062696e-03       2.845308e-02       2.481672e-03       1.185627e-02
       45600       4.219371e-03       6.464458e-05       2.405770e-03       2.624709e-02       3.704398e-03       1.161068e-02
       45700       3.889134e-03       9.649390e-05       2.199039e-03       2.630060e-02       3.099167e-03       1.172713e-02
       45800       3.804384e-03       8.156329e-05       2.159015e-03       2.947516e-02       3.543111e-03       1.161865e-02
       45900       3.910193e-03       8.975064e-05       2.244667e-03       2.832381e-02       3.329771e-03       1.181425e-02
       46000       3.765905e-03       4.459846e-05       2.120403e-03       2.473125e-02       3.319640e-03       1.185055e-02
       46100       3.920742e-03       7.610702e-05       2.193111e-03       3.183907e-02       3.417942e-03       1.171540e-02
       46200       4.192674e-03       6.183618e-05       2.288297e-03       2.528492e-02       3.498587e-03       1.152166e-02
       46300       3.925172e-03       9.178838e-05       2.154719e-03       2.790392e-02       3.702879e-03       1.185394e-02
       46400       3.824401e-03       1.209634e-04       2.181490e-03       2.892351e-02       3.632996e-03       1.175096e-02
       46500       3.821642e-03       6.820314e-05       2.175948e-03       2.807049e-02       3.550033e-03       1.162465e-02
       46600       3.837440e-03       8.940602e-05       2.186796e-03       3.256801e-02       1.996191e-03       1.181811e-02
       46700       4.034814e-03       1.315227e-04       2.286645e-03       2.591744e-02       3.072433e-03       1.168902e-02
       46800       3.759263e-03       4.849609e-05       2.120512e-03       2.872531e-02       3.141018e-03       1.174172e-02
       46900       4.000522e-03       4.589452e-05       2.261795e-03       3.015457e-02       3.979493e-03       1.166346e-02
       47000       3.978765e-03       5.619968e-05       2.233211e-03       2.745455e-02       3.847015e-03       1.166344e-02
       47100       4.091569e-03       1.283748e-04       2.315666e-03       2.544577e-02       3.810455e-03       1.211657e-02
       47200       4.078408e-03       6.948270e-05       2.241911e-03       2.857009e-02       4.075365e-03       1.191950e-02
       47300       3.855875e-03       1.158638e-04       2.219886e-03       2.752884e-02       2.201529e-03       1.146208e-02
       47400       4.153968e-03       2.912080e-05       2.316371e-03       3.081275e-02       2.835869e-03       1.168728e-02
       47500       3.922140e-03       1.394751e-04       2.241573e-03       3.078762e-02       3.303666e-03       1.197693e-02
       47600       3.905987e-03       6.315908e-05       2.229540e-03       2.625029e-02       3.094525e-03       1.205547e-02
       47700       3.875651e-03       7.887665e-05       2.177956e-03       3.014597e-02       3.235519e-03       1.165953e-02
       47800       3.786084e-03       3.644308e-05       2.136428e-03       2.582936e-02       3.358892e-03       1.165559e-02
       47900       4.065409e-03       1.851877e-04       2.294417e-03       2.799891e-02       3.122354e-03       1.169124e-02
       48000       3.879774e-03       4.566662e-05       2.201998e-03       2.675801e-02       3.049527e-03       1.178337e-02
       48100       3.919403e-03       9.072186e-05       2.187417e-03       2.864484e-02       4.074924e-03       1.169887e-02
       48200       3.805013e-03       1.043879e-04       2.166653e-03       2.429206e-02       3.097788e-03       1.168043e-02
       48300       3.664598e-03       1.402774e-04       2.077355e-03       2.576729e-02       3.897583e-03       1.150585e-02
       48400       3.969368e-03       1.393538e-04       2.237028e-03       2.544812e-02       3.115106e-03       1.188481e-02
       48500       3.830232e-03       1.008511e-04       2.189743e-03       2.805526e-02       2.533229e-03       1.189739e-02
       48600       3.855105e-03       9.365083e-05       2.151659e-03       2.507469e-02       3.046500e-03       1.159012e-02
       48700       3.949105e-03       1.382276e-04       2.203375e-03       2.578104e-02       3.297793e-03       1.169237e-02
       48800       3.749191e-03       1.178707e-04       2.113848e-03       3.096711e-02       3.442924e-03       1.186424e-02
       48900       3.995154e-03       6.095124e-05       2.272449e-03       2.653830e-02       4.025896e-03       1.184882e-02
       49000       4.322764e-03       8.447514e-05       2.419660e-03       2.674704e-02       2.752799e-03       1.164201e-02
       49100       3.721545e-03       1.123398e-04       2.128245e-03       2.634844e-02       4.048441e-03       1.167967e-02
       49200       3.809263e-03       1.879827e-04       2.128551e-03       2.581529e-02       2.579154e-03       1.203796e-02
       49300       3.977349e-03       9.767544e-05       2.257047e-03       2.659632e-02       2.610932e-03       1.190040e-02
       49400       3.744352e-03       1.269912e-04       2.149629e-03       2.748030e-02       3.547082e-03       1.191220e-02
       49500       3.910770e-03       2.681256e-05       2.235799e-03       2.913638e-02       2.747721e-03       1.178524e-02
       49600       3.692843e-03       1.050431e-04       2.114556e-03       3.266909e-02       3.499446e-03       1.181658e-02
       49700       3.827778e-03       6.120728e-05       2.142647e-03       2.527953e-02       3.547936e-03       1.185258e-02
       49800       4.120166e-03       1.314452e-04       2.255129e-03       2.872532e-02       4.050006e-03       1.166768e-02
       49900       3.821398e-03       5.481824e-05       2.166264e-03       2.694855e-02       3.767383e-03       1.179556e-02
       50000       3.931791e-03       6.893453e-05       2.255951e-03       2.649502e-02       3.595082e-03       1.161576e-02
       50100       3.648014e-03       1.373620e-04       2.094999e-03       2.568017e-02       3.729819e-03       1.180149e-02
       50200       3.773311e-03       1.429114e-04       2.129204e-03       2.518910e-02       2.655071e-03       1.152877e-02
       50300       4.104700e-03       6.595378e-05       2.324724e-03       2.911455e-02       2.536425e-03       1.149767e-02
       50400       3.742844e-03       5.026552e-05       2.082448e-03       2.578765e-02       3.186562e-03       1.196000e-02
       50500       3.833190e-03       1.510828e-04       2.193909e-03       2.641023e-02       3.095236e-03       1.143792e-02
       50600       3.894010e-03       7.617475e-05       2.179902e-03       2.686619e-02       3.259144e-03       1.162786e-02
       50700       3.695433e-03       9.507795e-05       2.071691e-03       3.084645e-02       4.181107e-03       1.174495e-02
       50800       4.024029e-03       8.252639e-05       2.264786e-03       2.960166e-02       3.260318e-03       1.171399e-02
       50900       3.701042e-03       8.654928e-05       2.106844e-03       3.382235e-02       2.933472e-03       1.195555e-02
       51000       3.804555e-03       8.418663e-05       2.127665e-03       2.583685e-02       3.923328e-03       1.165173e-02
       51100       4.072492e-03       4.127920e-05       2.278276e-03       2.738673e-02       2.919770e-03       1.185180e-02
       51200       3.844386e-03       1.256307e-04       2.087736e-03       2.625750e-02       2.542917e-03       1.159427e-02
       51300       3.967010e-03       1.647673e-04       2.237723e-03       2.946807e-02       3.438815e-03       1.156680e-02
       51400       3.820527e-03       1.320619e-04       2.126506e-03       2.707529e-02       3.183358e-03       1.160887e-02
       51500       3.765322e-03       9.332727e-05       2.084939e-03       2.632531e-02       3.166567e-03       1.152540e-02
       51600       4.209297e-03       8.711938e-05       2.375101e-03       2.891030e-02       2.992565e-03       1.154990e-02
       51700       3.660991e-03       1.077526e-04       2.099894e-03       2.794932e-02       3.232445e-03       1.176163e-02
       51800       4.087630e-03       6.824196e-05       2.313912e-03       2.472762e-02       3.970106e-03       1.157312e-02
       51900       3.879865e-03       8.025904e-05       2.201897e-03       2.486969e-02       3.973031e-03       1.145322e-02
       52000       3.812553e-03       9.111808e-05       2.072599e-03       2.661071e-02       3.231182e-03       1.156311e-02
       52100       3.950637e-03       9.576869e-05       2.252405e-03       2.889771e-02       3.289181e-03       1.172284e-02
       52200       3.724548e-03       9.817333e-05       2.146092e-03       2.884031e-02       4.081285e-03       1.170092e-02
       52300       3.667367e-03       1.050444e-04       2.055082e-03       2.601011e-02       3.885691e-03       1.186955e-02
       52400       4.034654e-03       1.595872e-05       2.296228e-03       2.961321e-02       3.692519e-03       1.151542e-02
       52500       3.793176e-03       7.215691e-05       2.090318e-03       2.741046e-02       3.808203e-03       1.175402e-02
       52600       3.990845e-03       4.460747e-05       2.250595e-03       2.934959e-02       3.418635e-03       1.164877e-02
       52700       3.868721e-03       1.181194e-04       2.182426e-03       2.743615e-02       3.894111e-03       1.182607e-02
       52800       3.656211e-03       1.146843e-04       2.046117e-03       2.574436e-02       3.092133e-03       1.157046e-02
       52900       4.101222e-03       1.534096e-04       2.336226e-03       2.538460e-02       3.214673e-03       1.156994e-02
       53000       3.738219e-03       5.330870e-05       2.105837e-03       2.683808e-02       4.198975e-03       1.171703e-02
       53100       3.948768e-03       5.066349e-05       2.200016e-03       2.998611e-02       3.449397e-03       1.193371e-02
       53200       4.026131e-03       1.248352e-04       2.307538e-03       2.844652e-02       3.621320e-03       1.185948e-02
