#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
       26600       1.054807e+00       6.316151e-03       5.860941e-01       2.344024e+00       1.717755e-01       7.033555e-01
       26700       1.087327e+00       8.160075e-03       6.160496e-01       2.233325e+00       1.940965e-01       7.234161e-01
       26800       1.063165e+00       3.751776e-03       5.976079e-01       2.470114e+00       1.687721e-01       7.032265e-01
       26900       1.029697e+00       7.079573e-03       5.830939e-01       2.404032e+00       1.069281e-01       6.967982e-01
       27000       1.033834e+00       8.114260e-03       5.815190e-01       2.201989e+00       1.726274e-01       6.991118e-01
       27100       1.049229e+00       1.905638e-03       5.919509e-01       2.284498e+00       1.822647e-01       7.163178e-01
       27200       1.057791e+00       7.276668e-03       6.005425e-01       2.257409e+00       1.875020e-01       7.100718e-01
       27300       1.062933e+00       9.571238e-03       6.022826e-01       2.196775e+00       1.452270e-01       7.079877e-01
       27400       1.083733e+00       3.183553e-03       6.082336e-01       1.975711e+00       1.204581e-01       7.218508e-01
       27500       1.061845e+00       8.836604e-03       5.964069e-01       2.024240e+00       1.072267e-01       7.001613e-01
       27600       1.080238e+00       7.803387e-03       5.949465e-01       2.062113e+00       1.371679e-01       6.987080e-01
       27700       1.038684e+00       7.389347e-03       5.856786e-01       2.303594e+00       1.323705e-01       6.948131e-01
       27800       1.056166e+00       7.697737e-03       5.970596e-01       1.970257e+00       1.022026e-01       7.130783e-01
       27900       1.094587e+00       1.322239e-02       6.097168e-01       2.215364e+00       1.377513e-01       7.079685e-01
       28000       1.063409e+00       3.588147e-03       5.967166e-01       2.187264e+00       1.457669e-01       6.959257e-01
       28100       1.012504e+00       3.810158e-03       5.681726e-01       2.477340e+00       1.561391e-01       6.801960e-01
       28200       1.033003e+00       4.111785e-03       5.775387e-01       2.146310e+00       1.860246e-01       6.860120e-01
       28300       1.079351e+00       5.808269e-03       6.084403e-01       2.147603e+00       1.403125e-01       6.982678e-01
       28400       1.039441e+00       4.473333e-03       5.864499e-01       3.037862e+00       1.139997e-01       6.920899e-01
       28500       1.026394e+00       4.312400e-03       5.823273e-01       2.098041e+00       1.480006e-01       6.868335e-01
       28600       1.031633e+00       5.589033e-03       5.813534e-01       2.333346e+00       1.648192e-01       6.788201e-01
       28700       1.051898e+00       5.432434e-03       5.914206e-01       2.129034e+00       1.937006e-01       6.810314e-01
       28800       1.046461e+00       7.631385e-03       5.939895e-01       2.181026e+00       1.628600e-01       6.919989e-01
       28900       1.055698e+00       4.928806e-03       5.980736e-01       2.275852e+00       1.498777e-01       7.034012e-01
       29000       1.082252e+00       4.240596e-03       6.043137e-01       1.887455e+00       1.567004e-01       6.990018e-01
       29100       1.073943e+00       2.211219e-03       6.098455e-01       1.925185e+00       1.353546e-01       7.031294e-01
       29200       1.097699e+00       3.982598e-03       6.166897e-01       2.146409e+00       1.221636e-01       6.996484e-01
       29300       1.082143e+00       4.593460e-03       6.087879e-01       2.565885e+00       1.801082e-01       7.153122e-01
       29400       1.056208e+00       3.688363e-03       5.979301e-01       2.672935e+00       1.530831e-01       7.034559e-01
       29500       1.041359e+00       5.192545e-03       5.894204e-01       2.285912e+00       1.702258e-01       6.942903e-01
       29600       1.068824e+00       2.105969e-03       6.062384e-01       2.154739e+00       1.409179e-01       7.030548e-01
       29700       1.044807e+00       7.213405e-03       5.938641e-01       2.283953e+00       1.106386e-01       7.038872e-01
       29800       1.046061e+00       8.284217e-03       5.922996e-01       2.356720e+00       1.812465e-01       6.826636e-01
       29900       1.063305e+00       7.559587e-03       5.984465e-01       2.572871e+00       1.254604e-01       6.887264e-01
       30000       1.067494e+00       7.194681e-03       5.991404e-01       2.439773e+00       1.501560e-01       6.945137e-01
       30100       1.055944e+00       6.038555e-03       5.967304e-01       3.108269e+00       1.482981e-01       7.039588e-01
       30200       1.045409e+00       7.211855e-03       5.900548e-01       2.223905e+00       1.243862e-01       6.908556e-01
       30300       1.069203e+00       3.303805e-03       6.058922e-01       2.449370e+00       1.225412e-01       6.987588e-01
       30400       1.031405e+00       3.469645e-03       5.853886e-01       2.200942e+00       1.459111e-01       6.769308e-01
       30500       1.052336e+00       5.435987e-03       5.905114e-01       1.995803e+00       1.655308e-01       6.772842e-01
       30600       1.054355e+00       9.662558e-03       5.940159e-01       2.226443e+00       1.545173e-01       6.857125e-01
       30700       1.054503e+00       9.198530e-03       5.948058e-01       2.166863e+00       1.937066e-01       6.888242e-01
       30800       1.041235e+00       5.965668e-03       5.840140e-01       2.354481e+00       1.381506e-01       6.760891e-01
       30900       9.897311e-01       2.924862e-03       5.634197e-01       2.196513e+00       1.286969e-01       6.850246e-01
       31000       1.029711e+00       7.322388e-03       5.788940e-01       3.555445e+00       1.557785e-01       6.797626e-01
       31100       1.032928e+00       5.569154e-03       5.823396e-01       2.423274e+00       1.217589e-01       6.708069e-01
       31200       1.054402e+00       1.034946e-02       5.937387e-01       2.304333e+00       1.225700e-01       6.833319e-01
       31300       1.066776e+00       1.077840e-02       6.091400e-01       2.203663e+00       1.716146e-01       6.969980e-01
       31400       1.012662e+00       6.708477e-03       5.731386e-01       2.470306e+00       1.356839e-01       6.761702e-01
       31500       1.038473e+00       6.517294e-03       5.899436e-01       2.162058e+00       1.475623e-01       6.850589e-01
       31600       1.073227e+00       1.115753e-02       6.062984e-01       2.124892e+00       1.725571e-01       6.902359e-01
       31700       1.087977e+00       7.209053e-03       6.181666e-01       2.245030e+00       1.372020e-01       6.951898e-01
       31800       1.066035e+00       9.900977e-03       6.078693e-01       2.037105e+00       1.244083e-01       6.851667e-01
       31900       1.098559e+00       5.564682e-03       6.189928e-01       2.109581e+00       1.232738e-01       6.992119e-01
       32000       1.057564e+00       3.385702e-03       6.033275e-01       2.141967e+00       1.835447e-01       6.980037e-01
       32100       1.092862e+00       4.716712e-03       6.150888e-01       2.127803e+00       1.494912e-01       7.245370e-01
       32200       1.068869e+00       3.883158e-03       6.086544e-01       2.415042e+00       1.737697e-01       6.980241e-01
       32300       1.078656e+00       3.316945e-03       6.153101e-01       2.070822e+00       1.361287e-01       7.085696e-01
       32400       1.113941e+00       3.242664e-03       6.375389e-01       2.264487e+00       1.416961e-01       7.105155e-01
       32500       1.067231e+00       2.291033e-03       6.110408e-01       3.150201e+00       1.554125e-01       7.135155e-01
       32600       1.082809e+00       1.121556e-02       6.141951e-01       2.300261e+00       1.908030e-01       7.183418e-01
       32700       1.091415e+00       4.936257e-03       6.137730e-01       2.174695e+00       1.454730e-01       7.154048e-01
       32800       1.081195e+00       2.393812e-03       6.122780e-01       2.491852e+00       1.617332e-01       7.003757e-01
       32900       1.087860e+00       6.347262e-03       6.053041e-01       2.144788e+00       1.928934e-01       7.049630e-01
       33000       1.078094e+00       7.885825e-03       6.080600e-01       2.494082e+00       1.810969e-01       7.174551e-01
       33100       1.102878e+00       5.887521e-03       6.199202e-01       2.485895e+00       1.024526e-01       7.191463e-01
       33200       1.059802e+00       3.145725e-03       6.004590e-01       2.152571e+00       1.809815e-01       6.996445e-01
       33300       1.076407e+00       3.128103e-03       6.044358e-01       2.727190e+00       1.613061e-01       6.908032e-01
       33400       1.058802e+00       5.562100e-03       6.010240e-01       2.392113e+00       1.025126e-01       6.970177e-01
       33500       1.096655e+00       1.740161e-03       6.171725e-01       2.354193e+00       1.812800e-01       7.048013e-01
       33600       1.049021e+00       3.379059e-03       6.000957e-01       2.152051e+00       1.617080e-01       7.008744e-01
       33700       1.082106e+00       4.618481e-03       6.075469e-01       2.747849e+00       1.125745e-01       6.997260e-01
       33800       1.077384e+00       8.504277e-03       6.052180e-01       2.367863e+00       1.699904e-01       6.990832e-01
       33900       1.057751e+00       1.139558e-02       5.940038e-01       2.786312e+00       1.662233e-01       7.028037e-01
       34000       1.061693e+00       8.956071e-03       6.020833e-01       2.138771e+00       1.349294e-01       7.095623e-01
       34100       1.051919e+00       3.785620e-03       5.957473e-01       2.838903e+00       1.497487e-01       6.939021e-01
       34200       1.063798e+00       4.876405e-03       6.000383e-01       2.121032e+00       1.561026e-01       6.971192e-01
       34300       1.043325e+00       4.501640e-03       5.951127e-01       3.828104e+00       1.577623e-01       6.973105e-01
       34400       1.060204e+00       7.989552e-03       6.034515e-01       2.565752e+00       1.512091e-01       7.003833e-01
       34500       1.063333e+00       4.344446e-03       6.011375e-01       2.274276e+00       1.278942e-01       6.983628e-01
       34600       1.081150e+00       1.902643e-03       6.103117e-01       1.871916e+00       1.703911e-01       6.967265e-01
       34700       1.089553e+00       3.150178e-03       6.089508e-01       2.197912e+00       1.790582e-01       7.105658e-01
       34800       1.048364e+00       2.027663e-03       5.906025e-01       2.180959e+00       1.637965e-01       6.868306e-01
       34900       1.076179e+00       4.152146e-03       6.070308e-01       2.349917e+00       1.753016e-01       7.127330e-01
       35000       1.082514e+00       3.846792e-03       6.062728e-01       2.277095e+00       1.804070e-01       6.889341e-01
       35100       1.024797e+00       7.277226e-03       5.803386e-01       2.561923e+00       1.668379e-01       6.905255e-01
       35200       1.042890e+00       4.521665e-03       5.885616e-01       2.219821e+00       1.649120e-01       6.956970e-01
       35300       1.047136e+00       7.983877e-04       5.940852e-01       2.936914e+00       1.479576e-01       6.968909e-01
       35400       1.066494e+00       3.050581e-03       5.991410e-01       2.254452e+00       1.529697e-01       6.987928e-01
       35500       1.070086e+00       7.112181e-03       6.001496e-01       2.559042e+00       1.221097e-01       6.986211e-01
       35600       1.036421e+00       4.355374e-03       5.897807e-01       2.090559e+00       1.698786e-01       6.811086e-01
       35700       1.062928e+00       1.132812e-02       6.040128e-01       2.956416e+00       1.117447e-01       7.048751e-01
       35800       1.045670e+00       5.713835e-03       5.943647e-01       2.172811e+00       1.449452e-01       6.772421e-01
       35900       1.023278e+00       6.556209e-03       5.820990e-01       2.348364e+00       1.570803e-01       6.738595e-01
       36000       1.042880e+00       4.762568e-03       5.893239e-01       1.985890e+00       1.663664e-01       6.877966e-01
       36100       1.033190e+00       5.166065e-03       5.835881e-01       2.391256e+00       1.868504e-01       6.901315e-01
       36200       1.068666e+00       4.826996e-03       5.996395e-01       2.367786e+00       1.284653e-01       6.901456e-01
       36300       1.034556e+00       4.911982e-03       5.881001e-01       2.026063e+00       1.818898e-01       6.891704e-01
       36400       1.028389e+00       1.054059e-02       5.855641e-01       2.453726e+00       1.445642e-01       6.944023e-01
       36500       1.027683e+00       5.268896e-03       5.864161e-01       1.985718e+00       1.824489e-01       6.915298e-01
       36600       1.030544e+00       7.229533e-03       5.888620e-01       2.086855e+00       1.640908e-01       6.963817e-01
       36700       1.039825e+00       3.312321e-03       5.909888e-01       2.076144e+00       1.596070e-01       6.945514e-01
       36800       1.065324e+00       4.726883e-03       6.063454e-01       2.581812e+00       1.591456e-01       7.110344e-01
       36900       1.068762e+00       6.687956e-03       6.045809e-01       2.279698e+00       1.327924e-01       6.994784e-01
       37000       1.083014e+00       5.130785e-03       6.132640e-01       2.392345e+00       1.709103e-01       7.032296e-01
       37100       1.088140e+00       8.203634e-03       6.138152e-01       2.644891e+00       1.718973e-01       7.058036e-01
       37200       1.049008e+00       1.810443e-03       6.014390e-01       2.340480e+00       1.330509e-01       7.042223e-01
       37300       1.045872e+00       3.015196e-03       5.981722e-01       2.312967e+00       1.571069e-01       7.127132e-01
       37400       1.052896e+00       6.248037e-03       6.009673e-01       2.219071e+00       1.424549e-01       6.985481e-01
       37500       1.059401e+00       6.085072e-03       6.046850e-01       2.497188e+00       1.387666e-01       7.095910e-01
       37600       1.040075e+00       5.991592e-03       5.879839e-01       2.369059e+00       1.552454e-01       6.919897e-01
       37700       1.008105e+00       8.460345e-03       5.698414e-01       2.466312e+00       1.672131e-01       6.881202e-01
       37800       1.028527e+00       1.792028e-03       5.810182e-01       2.660287e+00       1.508495e-01       6.847261e-01
       37900       1.037752e+00       5.339187e-03       5.857353e-01       2.384872e+00       1.924844e-01       6.910651e-01
       38000       1.060789e+00       6.435627e-03       6.016460e-01       2.585768e+00       1.373278e-01       6.836107e-01
       38100       1.079172e+00       3.607291e-03       6.009793e-01       2.813400e+00       1.921578e-01       6.946492e-01
       38200       1.054735e+00       3.193730e-03       5.880169e-01       2.478446e+00       9.055813e-02       6.833046e-01
       38300       1.049821e+00       6.645854e-03       5.883607e-01       2.131740e+00       1.730410e-01       6.841301e-01
       38400       1.067217e+00       3.894633e-03       5.948161e-01       2.110326e+00       1.653173e-01       6.834758e-01
       38500       1.045010e+00       6.747810e-03       5.843985e-01       2.331476e+00       1.588965e-01       6.792085e-01
       38600       1.063038e+00       1.012145e-02       5.959254e-01       2.556241e+00       1.153631e-01       6.898417e-01
       38700       1.075101e+00       3.197350e-03       6.022910e-01       2.182364e+00       1.675845e-01       6.986031e-01
       38800       1.064065e+00       3.994404e-03       6.002633e-01       2.218213e+00       1.622559e-01       6.964553e-01
       38900       1.084852e+00       6.863484e-03       6.126017e-01       2.078296e+00       1.639325e-01       6.981006e-01
       39000       1.060057e+00       5.022266e-03       6.005254e-01       2.099596e+00       1.253138e-01       6.889521e-01
       39100       1.096194e+00       5.643766e-03       6.158048e-01       2.487200e+00       1.432293e-01       6.954151e-01
       39200       1.099542e+00       1.512650e-03       6.164889e-01       2.364902e+00       1.756917e-01       7.051754e-01
       39300       1.075469e+00       3.664347e-03       6.093772e-01       2.263617e+00       1.357357e-01       7.145515e-01
       39400       1.097899e+00       2.353900e-03       6.239331e-01       2.288303e+00       1.380823e-01       7.175968e-01
       39500       1.080004e+00       9.689769e-03       6.148663e-01       2.339611e+00       1.729149e-01       7.158290e-01
       39600       1.068600e+00       2.249187e-03       6.110580e-01       2.702585e+00       1.514896e-01       7.099281e-01
       39700       1.035176e+00       2.863644e-03       5.950412e-01       2.086488e+00       1.547870e-01       6.946303e-01
       39800       1.100341e+00       3.550191e-03       6.203227e-01       2.357377e+00       1.615777e-01       7.106526e-01
       39900       1.045289e+00       4.621107e-03       5.925016e-01       2.810162e+00       1.774262e-01       6.828538e-01
       40000       1.061019e+00       4.774742e-03       6.000158e-01       2.316643e+00       2.044311e-01       7.113181e-01
       40100       1.084475e+00       3.052350e-03       6.149740e-01       2.167628e+00       1.316199e-01       7.076961e-01
       40200       1.090678e+00       8.695121e-03       6.158699e-01       2.217426e+00       1.543736e-01       7.059506e-01
       40300       1.080320e+00       2.621977e-03       6.119780e-01       2.822538e+00       1.787351e-01       7.063056e-01
       40400       1.060065e+00       3.229747e-03       6.002409e-01       1.821275e+00       1.580272e-01       6.932394e-01
       40500       1.090072e+00       4.410038e-03       6.173068e-01       3.012255e+00       1.438382e-01       7.102262e-01
       40600       1.067592e+00       7.996267e-03       6.059492e-01       2.401007e+00       1.853908e-01       7.136223e-01
       40700       1.059640e+00       4.614783e-03       6.050679e-01       2.436291e+00       1.510650e-01       7.030417e-01
       40800       1.044547e+00       5.378554e-03       5.961708e-01       2.597488e+00       1.540903e-01       7.079044e-01
       40900       1.045463e+00       5.276634e-03       5.926125e-01       2.093390e+00       1.441125e-01       6.892863e-01
       41000       1.061850e+00       7.322082e-04       6.013606e-01       2.111049e+00       1.625898e-01       6.865881e-01
       41100       1.054528e+00       9.549391e-03       5.967024e-01       2.575783e+00       1.619343e-01       7.002027e-01
       41200       1.058340e+00       1.837460e-03       5.969706e-01       2.446258e+00       1.290818e-01       6.876419e-01
       41300       1.051089e+00       2.311616e-03       5.935078e-01       2.402984e+00       1.404599e-01       6.814183e-01
       41400       1.066576e+00       4.832091e-03       6.007497e-01       2.402684e+00       1.872181e-01       7.005780e-01
       41500       1.077309e+00       9.350199e-03       6.112837e-01       2.438065e+00       1.171177e-01       7.069081e-01
       41600       1.108313e+00       1.067941e-02       6.286155e-01       2.243731e+00       1.675119e-01       7.229582e-01
       41700       1.076036e+00       8.969386e-03       6.068595e-01       2.440264e+00       1.416794e-01       7.151614e-01
       41800       1.084147e+00       8.903618e-03       6.142336e-01       2.791744e+00       1.765080e-01       7.231491e-01
       41900       1.066549e+00       5.095491e-03       5.973575e-01       2.286667e+00       1.354304e-01       6.872200e-01
       42000       1.073138e+00       4.660593e-03       6.022375e-01       2.005949e+00       1.707380e-01       6.957550e-01
       42100       1.103708e+00       5.945432e-03       6.257176e-01       2.080892e+00       1.354755e-01       7.067261e-01
       42200       1.077285e+00       7.256205e-03       6.117631e-01       2.471004e+00       1.778794e-01       7.145402e-01
       42300       1.088397e+00       7.669979e-03       6.189587e-01       2.437117e+00       1.978029e-01       6.987148e-01
       42400       1.064260e+00       5.494196e-03       6.036837e-01       2.379855e+00       1.408448e-01       6.907219e-01
       42500       1.047488e+00       7.421581e-03       5.972643e-01       2.334209e+00       1.719718e-01       7.172652e-01
       42600       1.067991e+00       8.618441e-03       6.091921e-01       2.384363e+00       1.882183e-01       7.136737e-01
       42700       1.073105e+00       6.091283e-03       6.087871e-01       2.614942e+00       1.572698e-01       7.230351e-01
       42800       1.062375e+00       7.504237e-03       5.997998e-01       2.042809e+00       1.499680e-01       7.132708e-01
       42900       1.061617e+00       7.668232e-03       6.004520e-01       2.197863e+00       1.038622e-01       7.264256e-01
       43000       1.065042e+00       4.968371e-03       6.000557e-01       2.526484e+00       1.538242e-01       7.243550e-01
       43100       1.055706e+00       1.590541e-03       5.996904e-01       2.607870e+00       1.980889e-01       7.018618e-01
       43200       1.057950e+00       4.989690e-03       5.956517e-01       2.441660e+00       1.778050e-01       7.140261e-01
       43300       1.101074e+00       9.544632e-03       6.171279e-01       2.363940e+00       1.465831e-01       7.249014e-01
       43400       1.054708e+00       3.030625e-03       5.953972e-01       2.515049e+00       1.803102e-01       7.039351e-01
       43500       1.071615e+00       4.179285e-03       6.044887e-01       2.655231e+00       1.662317e-01       7.149812e-01
       43600       1.073831e+00       6.704119e-03       6.068218e-01       1.892216e+00       1.821703e-01       6.944421e-01
       43700       1.057035e+00       4.028888e-03       6.021921e-01       2.019656e+00       1.695062e-01       6.881427e-01
       43800       1.066731e+00       1.764403e-03       6.051249e-01       1.980639e+00       1.290132e-01       7.068837e-01
       43900       1.037191e+00       5.291095e-03       5.904283e-01       2.664870e+00       1.473422e-01       6.925309e-01
       44000       1.072708e+00       3.289698e-03       6.089956e-01       2.082007e+00       1.459528e-01       6.943370e-01
       44100       1.053255e+00       4.675951e-03       6.059996e-01       2.511225e+00       1.229400e-01       7.018760e-01
       44200       1.055097e+00       1.758590e-03       6.052045e-01       2.454220e+00       1.445322e-01       7.010926e-01
       44300       1.046820e+00       1.018635e-02       5.981643e-01       2.457363e+00       1.576670e-01       7.024263e-01
       44400       1.063737e+00       6.397346e-03       6.074385e-01       2.143221e+00       1.878116e-01       7.181370e-01
       44500       1.092502e+00       3.947691e-03       6.259194e-01       2.420189e+00       1.810321e-01       7.180603e-01
       44600       1.056315e+00       1.027090e-02       6.044116e-01       2.325341e+00       1.830625e-01       7.109917e-01
       44700       1.063472e+00       2.641970e-03       6.046054e-01       1.955852e+00       1.287441e-01       6.928717e-01
       44800       1.051180e+00       9.057614e-03       6.013895e-01       2.692484e+00       1.605957e-01       6.973477e-01
       44900       1.087860e+00       9.580293e-03       6.206379e-01       2.842245e+00       1.374400e-01       7.109129e-01
       45000       1.110458e+00       1.098337e-02       6.294962e-01       2.072319e+00       1.661476e-01       7.218278e-01
       45100       1.079854e+00       5.333789e-03       6.152668e-01       2.261822e+00       1.615119e-01       6.998073e-01
       45200       1.042332e+00       7.481293e-03       5.947271e-01       2.268075e+00       1.815918e-01       6.985168e-01
       45300       1.064481e+00       5.542134e-03       6.087027e-01       2.056633e+00       1.926877e-01       7.005547e-01
       45400       1.069737e+00       8.125760e-03       6.084129e-01       2.085832e+00       1.972905e-01       6.965885e-01
       45500       1.072538e+00       8.445426e-03       6.093455e-01       2.521058e+00       1.427644e-01       7.163299e-01
       45600       1.089636e+00       6.644914e-03       6.179918e-01       2.184686e+00       1.337389e-01       7.051143e-01
       45700       1.083077e+00       4.354842e-03       6.117214e-01       2.010496e+00       1.789408e-01       6.941763e-01
       45800       1.106834e+00       5.013068e-03       6.251911e-01       2.097258e+00       1.841487e-01       7.045498e-01
       45900       1.060561e+00       7.714993e-03       6.095338e-01       2.556801e+00       1.554212e-01       6.927549e-01
       46000       1.065518e+00       4.977701e-03       6.141578e-01       2.161386e+00       1.395406e-01       7.053582e-01
       46100       1.072683e+00       7.676318e-03       6.120470e-01       2.752144e+00       1.286517e-01       7.193831e-01
       46200       1.077783e+00       5.727060e-03       6.163415e-01       2.224963e+00       1.031197e-01       7.024536e-01
       46300       1.076389e+00       5.250443e-03       6.183574e-01       3.043368e+00       1.389999e-01       7.108326e-01
       46400       1.050880e+00       3.891334e-03       5.996708e-01       2.679247e+00       9.985956e-02       6.870370e-01
       46500       1.064982e+00       8.995071e-03       6.049725e-01       2.533691e+00       1.611527e-01       6.963954e-01
       46600       1.057731e+00       6.086036e-03       6.075116e-01       2.632493e+00       1.614772e-01       6.992781e-01
       46700       1.067768e+00       5.400826e-03       6.081956e-01       3.107944e+00       1.553965e-01       7.011495e-01
       46800       1.051988e+00       5.184052e-03       5.996754e-01       2.797792e+00       1.492242e-01       7.015266e-01
       46900       1.074616e+00       7.878769e-03       6.164809e-01       2.302641e+00       1.395782e-01       6.983200e-01
       47000       1.045531e+00       7.423518e-03       5.990216e-01       2.403596e+00       1.422851e-01       6.889978e-01
       47100       1.017707e+00       9.701345e-03       5.853051e-01       2.453051e+00       1.772130e-01       6.821717e-01
       47200       1.062501e+00       5.689711e-03       6.061854e-01       2.803917e+00       1.524692e-01       6.982219e-01
       47300       1.056459e+00       6.200031e-03       6.053984e-01       2.645340e+00       1.389650e-01       7.075851e-01
       47400       1.043451e+00       8.884190e-03       6.015534e-01       2.481405e+00       1.686708e-01       7.072368e-01
       47500       1.032242e+00       4.951857e-03       5.947726e-01       2.191735e+00       1.709070e-01       6.993213e-01
       47600       1.048039e+00       8.078885e-03       5.917305e-01       2.391305e+00       1.127715e-01       7.043749e-01
       47700       1.054421e+00       1.361152e-02       5.960299e-01       2.580325e+00       1.945909e-01       6.986105e-01
       47800       1.057579e+00       1.323365e-02       6.055992e-01       2.032486e+00       1.904936e-01       6.881171e-01
       47900       1.049812e+00       8.325397e-03       5.955005e-01       2.284488e+00       1.225934e-01       6.992336e-01
       48000       1.053443e+00       5.959102e-03       6.016629e-01       3.427754e+00       1.699873e-01       6.920694e-01
       48100       1.075291e+00       3.391519e-03       6.137880e-01       2.199120e+00       1.314391e-01       6.963787e-01
       48200       1.082071e+00       1.201105e-02       6.100143e-01       2.488677e+00       1.486840e-01       6.898145e-01
       48300       1.074503e+00       9.507914e-03       6.089915e-01       2.250461e+00       1.473316e-01       7.036944e-01
       48400       1.080984e+00       5.997184e-03       6.165692e-01       2.436693e+00       1.841344e-01       7.124133e-01
       48500       1.085187e+00       4.103645e-03       6.159245e-01       2.594817e+00       1.790730e-01       7.091967e-01
       48600       1.074379e+00       5.632426e-03       6.063968e-01       2.666822e+00       1.712197e-01       7.094329e-01
       48700       1.079490e+00       3.342239e-03       6.063940e-01       2.078849e+00       1.411255e-01       6.834674e-01
       48800       1.062120e+00       9.297202e-03       6.014293e-01       2.483480e+00       1.235231e-01       6.983504e-01
       48900       1.077783e+00       1.079877e-02       6.115235e-01       2.287408e+00       1.523431e-01       7.061848e-01
       49000       1.087958e+00       6.945720e-03       6.224755e-01       2.341655e+00       1.413437e-01       7.039487e-01
       49100       1.087286e+00       2.866192e-03       6.166572e-01       2.533352e+00       1.642468e-01       7.123954e-01
       49200       1.043008e+00       5.699400e-03       5.952693e-01       2.466118e+00       1.226906e-01       6.964944e-01
       49300       1.020996e+00       7.264416e-03       5.858875e-01       2.541712e+00       1.322858e-01       7.051571e-01
       49400       1.014775e+00       7.551257e-03       5.771086e-01       2.322348e+00       1.659170e-01       6.837426e-01
       49500       1.026776e+00       1.444574e-02       5.868208e-01       2.484946e+00       1.296253e-01       6.914444e-01
       49600       1.030482e+00       7.086999e-03       5.901301e-01       2.274411e+00       1.431378e-01       6.984574e-01
       49700       1.034927e+00       1.137995e-02       5.817429e-01       2.281979e+00       1.603733e-01       6.727535e-01
       49800       1.008157e+00       1.164589e-02       5.740480e-01       2.479805e+00       1.473310e-01       6.849909e-01
       49900       1.036296e+00       1.926629e-02       5.905958e-01       2.413237e+00       1.563732e-01       6.895152e-01
       50000       9.965912e-01       4.037105e-03       5.676714e-01       2.062371e+00       1.437045e-01       6.759179e-01
       50100       1.024896e+00       9.617734e-03       5.869075e-01       1.990454e+00       1.725317e-01       6.825541e-01
       50200       1.032982e+00       1.163490e-02       5.917564e-01       1.919379e+00       1.616927e-01       6.866214e-01
       50300       1.037763e+00       1.357917e-02       5.937525e-01       2.343837e+00       1.906234e-01       6.874406e-01
       50400       1.015104e+00       1.136686e-02       5.813539e-01       2.833453e+00       1.519554e-01       6.817833e-01
       50500       1.015568e+00       1.219123e-02       5.836933e-01       2.156735e+00       1.547859e-01       6.867631e-01
       50600       1.036716e+00       8.910503e-03       5.931894e-01       2.092506e+00       1.522172e-01       6.861914e-01
       50700       1.042149e+00       8.914162e-03       5.887243e-01       2.414065e+00       1.537172e-01       6.780339e-01
       50800       1.070503e+00       9.161082e-03       6.034961e-01       2.083156e+00       1.691600e-01       7.130440e-01
       50900       1.111052e+00       1.122885e-02       6.276571e-01       2.867944e+00       1.558678e-01       7.223071e-01
       51000       1.036189e+00       6.035421e-03       5.875329e-01       2.911231e+00       1.817830e-01       6.995271e-01
       51100       1.072065e+00       2.960863e-03       6.011408e-01       2.571471e+00       1.517236e-01       7.256382e-01
       51200       1.060352e+00       6.504272e-03       5.974183e-01       2.241479e+00       1.725346e-01       6.996260e-01
       51300       1.053903e+00       9.031810e-03       5.981870e-01       2.269504e+00       1.499181e-01       6.933584e-01
       51400       1.006870e+00       4.423200e-03       5.758237e-01       2.069015e+00       1.315623e-01       6.830154e-01
       51500       1.047803e+00       9.344739e-03       6.008894e-01       1.993691e+00       1.496305e-01       6.956048e-01
       51600       1.055343e+00       6.960240e-03       6.029334e-01       2.301135e+00       1.451861e-01       6.974823e-01
       51700       1.060386e+00       7.754152e-03       5.982296e-01       2.230881e+00       1.559567e-01       6.892529e-01
       51800       1.055879e+00       6.926354e-03       6.005440e-01       2.004557e+00       1.303003e-01       6.745376e-01
       51900       1.055447e+00       4.559159e-03       6.040298e-01       2.510359e+00       1.510617e-01       6.764874e-01
       52000       1.047648e+00       2.362490e-03       6.001106e-01       2.191070e+00       1.593819e-01       6.956595e-01
       52100       1.077910e+00       9.624486e-03       6.120298e-01       2.886660e+00       1.863626e-01       7.168493e-01
       52200       1.038239e+00       9.763230e-03       5.928143e-01       2.182923e+00       1.451727e-01       7.214815e-01
       52300       1.071813e+00       1.026013e-02       6.070430e-01       2.121827e+00       1.446554e-01       7.166181e-01
       52400       1.054199e+00       8.112720e-03       6.020506e-01       1.873182e+00       1.619635e-01       6.980177e-01
       52500       1.038101e+00       1.158441e-02       5.918002e-01       2.114327e+00       1.735375e-01       6.920262e-01
       52600       1.023943e+00       1.318586e-02       5.843892e-01       2.254276e+00       1.100248e-01       6.821145e-01
       52700       1.060043e+00       7.383159e-03       5.941307e-01       2.603044e+00       1.841289e-01       6.902110e-01
       52800       1.065732e+00       6.012271e-03       5.992964e-01       2.848894e+00       1.824923e-01       6.975871e-01
       52900       1.076175e+00       4.977291e-03       6.116089e-01       2.067633e+00       1.609875e-01       6.997011e-01
       53000       1.078817e+00       6.535029e-03       6.116983e-01       1.988532e+00       1.175832e-01       7.133967e-01
       53100       1.052064e+00       1.215805e-02       5.969473e-01       2.270800e+00       1.517489e-01       7.083323e-01
       53200       1.045004e+00       3.983682e-03       5.978037e-01       2.123563e+00       1.560131e-01       7.063995e-01
       53300       1.067342e+00       8.478494e-03       6.009893e-01       2.503069e+00       1.535320e-01       7.161528e-01
