#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
       53400       1.079827e+00       4.808485e-03       6.074313e-01       2.166465e+00       1.440771e-01       7.157141e-01
       53500       1.096960e+00       3.854944e-03       6.277250e-01       2.306025e+00       1.600570e-01       7.294689e-01
       53600       1.091619e+00       3.423017e-03       6.207443e-01       2.642046e+00       1.554738e-01       7.253709e-01
       53700       1.094403e+00       1.509822e-02       6.192886e-01       2.599773e+00       1.987405e-01       7.337526e-01
       53800       1.131236e+00       5.230693e-03       6.329712e-01       2.542787e+00       1.594203e-01       7.249277e-01
       53900       1.058387e+00       6.783856e-03       6.023143e-01       2.482948e+00       1.704324e-01       7.103321e-01
       54000       1.050455e+00       3.262086e-03       5.957944e-01       1.833568e+00       1.219565e-01       6.934359e-01
       54100       1.035851e+00       4.670745e-03       5.898776e-01       2.152632e+00       1.675335e-01       6.921218e-01
       54200       1.012287e+00       4.999139e-03       5.761660e-01       2.183598e+00       1.893751e-01       6.874441e-01
       54300       1.055590e+00       5.923295e-03       6.002462e-01       2.460177e+00       1.816218e-01       6.812905e-01
       54400       1.050775e+00       3.096436e-03       5.998999e-01       2.583770e+00       1.690190e-01       6.934781e-01
       54500       1.049032e+00       2.352005e-03       5.991289e-01       1.970466e+00       1.713083e-01       6.765802e-01
       54600       1.035039e+00       6.522924e-03       5.846421e-01       2.306296e+00       1.747017e-01       6.873490e-01
       54700       1.049737e+00       7.032022e-03       5.963242e-01       3.265797e+00       1.762165e-01       6.998294e-01
       54800       1.047624e+00       9.933218e-03       5.960023e-01       2.060891e+00       1.837258e-01       7.021044e-01
       54900       1.034860e+00       1.008040e-02       5.919724e-01       2.758343e+00       1.904789e-01       6.894698e-01
       55000       1.057486e+00       8.217662e-03       6.081510e-01       2.193829e+00       1.627917e-01       7.034696e-01
       55100       1.068643e+00       8.923157e-03       6.093713e-01       2.083779e+00       1.315212e-01       7.064769e-01
       55200       1.065317e+00       8.323726e-03       6.068848e-01       3.032442e+00       1.258367e-01       6.969051e-01
       55300       1.068961e+00       5.498017e-03       6.123111e-01       3.512313e+00       1.905009e-01       7.072799e-01
       55400       1.053668e+00       1.247568e-02       6.012115e-01       2.281088e+00       1.391389e-01       6.967092e-01
       55500       1.067293e+00       9.521738e-03       6.132763e-01       2.434159e+00       1.570687e-01       7.121131e-01
       55600       1.077972e+00       1.091824e-02       6.183379e-01       2.058891e+00       1.359586e-01       7.097627e-01
       55700       1.053475e+00       4.571082e-03       6.028760e-01       2.070445e+00       1.884109e-01       7.003442e-01
       55800       1.047899e+00       7.032886e-03       5.996276e-01       2.160769e+00       1.712366e-01       6.961839e-01
       55900       1.059650e+00       3.824205e-03       6.068333e-01       2.208548e+00       1.842051e-01       7.152146e-01
       56000       1.075024e+00       5.405964e-03       6.168436e-01       2.394170e+00       1.373886e-01       7.057485e-01
       56100       1.073141e+00       9.923847e-03       6.132064e-01       2.412097e+00       1.691072e-01       7.002114e-01
       56200       1.037772e+00       1.368229e-02       5.936978e-01       2.142063e+00       1.079157e-01       6.980722e-01
       56300       1.024561e+00       9.509113e-03       5.882476e-01       2.695049e+00       1.657206e-01       6.971960e-01
       56400       1.029548e+00       6.868622e-03       5.851480e-01       2.255502e+00       1.300062e-01       6.838357e-01
       56500       1.018137e+00       1.195033e-02       5.826447e-01       2.694704e+00       1.627224e-01       6.818147e-01
       56600       1.043764e+00       2.170008e-03       5.938446e-01       2.042546e+00       1.724293e-01       6.850353e-01
       56700       1.069876e+00       4.248335e-03       6.061343e-01       2.301129e+00       1.383114e-01       6.944025e-01
       56800       1.056395e+00       1.256494e-03       6.000712e-01       2.209662e+00       1.645159e-01       6.987676e-01
       56900       1.078527e+00       1.118394e-02       6.089387e-01       2.298367e+00       1.427147e-01       6.871546e-01
       57000       1.042418e+00       8.129182e-03       5.917419e-01       2.067580e+00       1.641824e-01       6.930848e-01
       57100       1.055575e+00       1.157272e-03       6.025845e-01       2.076811e+00       1.540177e-01       6.829993e-01
       57200       1.018701e+00       4.013259e-03       5.804058e-01       2.245809e+00       1.332548e-01       6.818997e-01
       57300       1.064811e+00       6.267123e-03       6.012567e-01       2.198874e+00       1.426420e-01       7.070361e-01
       57400       1.049625e+00       6.696753e-03       6.041414e-01       2.871287e+00       1.792861e-01       7.000445e-01
       57500       1.060206e+00       4.095116e-03       6.028406e-01       2.317396e+00       1.296282e-01       6.850412e-01
       57600       1.049460e+00       1.124124e-02       5.948492e-01       2.649692e+00       1.464425e-01       6.891416e-01
       57700       1.046152e+00       7.012822e-03       5.967672e-01       2.875359e+00       1.376902e-01       6.974843e-01
       57800       1.052175e+00       8.671451e-03       6.028502e-01       1.986421e+00       1.693119e-01       6.938024e-01
       57900       1.035123e+00       2.514535e-03       5.900312e-01       2.162559e+00       1.658742e-01       6.778619e-01
       58000       1.055999e+00       3.264769e-03       6.000771e-01       2.511495e+00       1.661881e-01       7.083768e-01
       58100       1.077198e+00       4.336389e-03       6.150251e-01       2.438317e+00       9.608808e-02       6.977199e-01
       58200       1.047812e+00       8.809500e-03       5.919728e-01       2.111259e+00       1.607175e-01       6.936374e-01
       58300       1.043674e+00       6.028828e-03       5.934990e-01       2.596892e+00       1.646166e-01       7.098750e-01
       58400       1.025598e+00       2.654912e-03       5.801495e-01       2.456993e+00       1.571511e-01       6.891789e-01
       58500       1.016975e+00       5.801523e-03       5.780372e-01       1.842284e+00       1.545469e-01       6.946012e-01
       58600       1.038996e+00       1.687515e-03       5.987716e-01       2.294169e+00       1.913036e-01       7.059797e-01
       58700       1.055986e+00       1.090244e-02       6.045577e-01       2.261930e+00       1.042675e-01       7.025605e-01
       58800       1.055563e+00       1.144193e-02       6.016925e-01       2.417871e+00       1.407745e-01       7.082426e-01
       58900       1.059662e+00       5.595014e-03       6.109373e-01       2.286694e+00       1.387123e-01       7.140155e-01
       59000       1.071675e+00       3.837717e-03       6.128062e-01       2.467464e+00       1.653426e-01       6.972193e-01
       59100       1.053334e+00       9.108371e-03       5.992801e-01       2.237951e+00       1.691328e-01       6.992805e-01
       59200       1.077245e+00       3.556718e-03       6.188114e-01       2.281670e+00       1.485126e-01       6.966027e-01
       59300       1.035101e+00       7.600233e-03       5.943151e-01       2.402358e+00       9.115027e-02       7.012773e-01
       59400       1.052344e+00       5.733936e-03       5.996607e-01       2.710552e+00       1.446956e-01       7.132176e-01
       59500       1.044380e+00       4.388928e-03       5.988334e-01       1.985529e+00       1.346080e-01       7.129179e-01
       59600       1.048525e+00       5.183856e-03       6.043407e-01       2.454479e+00       1.523360e-01       7.056168e-01
       59700       1.084880e+00       1.430979e-03       6.171190e-01       2.805664e+00       1.577121e-01       7.250127e-01
       59800       1.105605e+00       7.511482e-03       6.228567e-01       2.151282e+00       1.669387e-01       7.168000e-01
       59900       1.067737e+00       3.765944e-03       6.122480e-01       2.509767e+00       1.335282e-01       6.985138e-01
       60000       1.043613e+00       8.940542e-03       5.950397e-01       2.407673e+00       1.358049e-01       6.929046e-01
       60100       1.062239e+00       1.075382e-02       6.050815e-01       2.417837e+00       1.351163e-01       7.029501e-01
       60200       1.074318e+00       5.812561e-03       6.112897e-01       2.322766e+00       1.625635e-01       7.072070e-01
       60300       1.034097e+00       6.974053e-03       5.864975e-01       2.256360e+00       1.748522e-01       6.941968e-01
       60400       1.016924e+00       6.230643e-03       5.816169e-01       2.832761e+00       1.769717e-01       6.910898e-01
       60500       1.040172e+00       3.694155e-03       5.934734e-01       2.585586e+00       1.324585e-01       7.044616e-01
       60600       1.026428e+00       1.858286e-03       5.849463e-01       2.364793e+00       8.973303e-02       6.927781e-01
       60700       1.059954e+00       3.293434e-03       6.049789e-01       2.444033e+00       1.676150e-01       6.983602e-01
       60800       1.056581e+00       5.399152e-03       5.958747e-01       2.271131e+00       1.616753e-01       6.830361e-01
       60900       1.047261e+00       6.144673e-03       5.993778e-01       2.621859e+00       1.305079e-01       6.931826e-01
       61000       1.038921e+00       1.188571e-02       5.907652e-01       3.302838e+00       1.302774e-01       6.896091e-01
       61100       1.068825e+00       4.602590e-03       6.123140e-01       2.376351e+00       1.315172e-01       7.117776e-01
       61200       1.035777e+00       9.097498e-03       5.907887e-01       2.127639e+00       1.645230e-01       7.197905e-01
       61300       1.042438e+00       5.956843e-03       5.981906e-01       2.379938e+00       1.700889e-01       7.070304e-01
       61400       1.027614e+00       4.551941e-03       5.862087e-01       2.759559e+00       1.761953e-01       6.920601e-01
       61500       1.027622e+00       6.356029e-03       5.852833e-01       2.085455e+00       1.518587e-01       7.036685e-01
       61600       1.045912e+00       6.830433e-03       6.010690e-01       2.095763e+00       1.369782e-01       7.000860e-01
       61700       1.029909e+00       3.989920e-03       5.880899e-01       1.994750e+00       1.268759e-01       6.904183e-01
       61800       1.026488e+00       6.115717e-03       5.861263e-01       2.251415e+00       1.368281e-01       7.020873e-01
       61900       1.044983e+00       2.419850e-03       5.966229e-01       3.035144e+00       1.275967e-01       7.141468e-01
       62000       1.044195e+00       7.356322e-03       5.945133e-01       2.237367e+00       1.720078e-01       7.075014e-01
       62100       1.038795e+00       2.925766e-03       5.885653e-01       2.321716e+00       1.494938e-01       7.042454e-01
       62200       1.084031e+00       5.951612e-03       6.202759e-01       2.216215e+00       1.606400e-01       7.166658e-01
       62300       1.124306e+00       5.190785e-03       6.335256e-01       2.826869e+00       1.565831e-01       7.449241e-01
       62400       1.076390e+00       8.491073e-03       6.072529e-01       2.198180e+00       1.508221e-01       7.142510e-01
       62500       1.047078e+00       6.044945e-03       5.990840e-01       2.165904e+00       1.386607e-01       7.090515e-01
       62600       1.083418e+00       3.180863e-03       6.192388e-01       2.493244e+00       1.575959e-01       7.189807e-01
       62700       1.071446e+00       2.649972e-03       6.152794e-01       2.474034e+00       1.274742e-01       7.084817e-01
       62800       1.091677e+00       8.733789e-03       6.257966e-01       2.232457e+00       1.880604e-01       7.197015e-01
       62900       1.047987e+00       6.619368e-03       6.003356e-01       2.197504e+00       1.472571e-01       7.173308e-01
       63000       1.042455e+00       7.726152e-03       5.995379e-01       3.071319e+00       1.437000e-01       7.154121e-01
       63100       1.078395e+00       4.658314e-03       6.166419e-01       2.496952e+00       1.420804e-01       7.171613e-01
       63200       1.077577e+00       4.458044e-03       6.156591e-01       2.774789e+00       1.301368e-01       7.220475e-01
       63300       1.067820e+00       7.511404e-03       6.003223e-01       2.362876e+00       1.495449e-01       7.180926e-01
       63400       1.082667e+00       6.205685e-03       6.093767e-01       2.333351e+00       1.487291e-01       7.046151e-01
       63500       1.096590e+00       3.581139e-03       6.197452e-01       2.370793e+00       1.246570e-01       7.094813e-01
       63600       1.125437e+00       7.152200e-03       6.298324e-01       2.292641e+00       1.571379e-01       7.144972e-01
       63700       1.105801e+00       3.760466e-03       6.245455e-01       2.437008e+00       1.515240e-01       7.133969e-01
       63800       1.042859e+00       5.783759e-03       5.910387e-01       2.049956e+00       1.514127e-01       6.929534e-01
       63900       1.068466e+00       7.666089e-03       6.033049e-01       2.133782e+00       1.716298e-01       7.057195e-01
       64000       1.075012e+00       6.912613e-03       6.038266e-01       2.671699e+00       1.602014e-01       7.135583e-01
       64100       1.096505e+00       3.465939e-03       6.156545e-01       2.206415e+00       1.505794e-01       7.146423e-01
       64200       1.058193e+00       1.796664e-03       5.954395e-01       2.255098e+00       1.371875e-01       7.009643e-01
       64300       1.057812e+00       3.412487e-03       5.956670e-01       2.337635e+00       1.450311e-01       6.982183e-01
       64400       1.062874e+00       1.011745e-02       5.992613e-01       2.186523e+00       1.583131e-01       6.996741e-01
       64500       1.062213e+00       1.029486e-02       5.974611e-01       2.273542e+00       1.032284e-01       7.021170e-01
       64600       1.076569e+00       5.739949e-03       6.037121e-01       2.403909e+00       1.660794e-01       7.252240e-01
       64700       1.056692e+00       2.567607e-03       5.980697e-01       2.270059e+00       1.965669e-01       7.210998e-01
       64800       1.087259e+00       5.929910e-03       6.199243e-01       2.106920e+00       1.897783e-01       7.217588e-01
       64900       1.085710e+00       5.020697e-03       6.225902e-01       2.346026e+00       1.438487e-01       7.156981e-01
       65000       1.098427e+00       7.674945e-03       6.257348e-01       1.963450e+00       1.342780e-01       7.102771e-01
       65100       1.063605e+00       1.155268e-02       6.107148e-01       2.115111e+00       1.786653e-01       7.124431e-01
       65200       1.061415e+00       4.298561e-03       6.089986e-01       2.550889e+00       1.731763e-01       7.114278e-01
       65300       1.082397e+00       5.265883e-03       6.147676e-01       2.736168e+00       1.514781e-01       7.186891e-01
       65400       1.063658e+00       8.018061e-03       6.109413e-01       2.946433e+00       1.881165e-01       7.206825e-01
       65500       1.075731e+00       7.462906e-03       6.135212e-01       2.239099e+00       1.451588e-01       7.171394e-01
       65600       1.037654e+00       6.871723e-03       5.933436e-01       2.231739e+00       1.731989e-01       6.862197e-01
       65700       1.061910e+00       3.546597e-03       6.015974e-01       2.352159e+00       1.429363e-01       7.100898e-01
       65800       1.055589e+00       1.453301e-02       5.924716e-01       2.301897e+00       1.946538e-01       7.176513e-01
       65900       1.034079e+00       7.864395e-03       5.922105e-01       2.542066e+00       1.444409e-01       7.120615e-01
       66000       1.022854e+00       7.312370e-03       5.897341e-01       2.681449e+00       8.918113e-02       7.081352e-01
       66100       1.032378e+00       3.667964e-03       5.934886e-01       2.035732e+00       1.537556e-01       7.026502e-01
       66200       1.064004e+00       5.452141e-03       6.026247e-01       2.896572e+00       1.600502e-01       7.304175e-01
       66300       1.031125e+00       9.454373e-03       5.857567e-01       2.744334e+00       1.299289e-01       7.197633e-01
       66400       1.059621e+00       4.997337e-03       5.996311e-01       2.536547e+00       1.416656e-01       7.287307e-01
       66500       1.047148e+00       4.250155e-03       6.019476e-01       2.217955e+00       1.653827e-01       7.149189e-01
       66600       1.071169e+00       4.945762e-03       6.109219e-01       2.138042e+00       1.542866e-01       7.112968e-01
       66700       1.036151e+00       3.906363e-03       5.948155e-01       2.691931e+00       1.358740e-01       7.164478e-01
       66800       1.033684e+00       5.802489e-03       5.953270e-01       2.239219e+00       1.643199e-01       7.091068e-01
       66900       1.045750e+00       6.409682e-03       5.994194e-01       2.025955e+00       1.502466e-01       7.077250e-01
       67000       1.046502e+00       9.083143e-03       5.992348e-01       2.726864e+00       1.824071e-01       7.126032e-01
       67100       1.055085e+00       3.383868e-03       6.042866e-01       2.128243e+00       1.963168e-01       7.123104e-01
       67200       1.059523e+00       4.404127e-03       6.084976e-01       2.412573e+00       1.654219e-01       7.103828e-01
       67300       1.067672e+00       1.693661e-03       6.124425e-01       2.149252e+00       1.412621e-01       6.965517e-01
       67400       1.062180e+00       3.654528e-03       6.096452e-01       2.215420e+00       1.603272e-01       7.046139e-01
       67500       1.047920e+00       6.275774e-03       6.002891e-01       2.562727e+00       1.852283e-01       6.969583e-01
       67600       1.050421e+00       5.573842e-03       6.054122e-01       2.838425e+00       1.366985e-01       7.134505e-01
       67700       1.053779e+00       8.509598e-03       6.065823e-01       3.381030e+00       1.805124e-01       7.004842e-01
       67800       1.078620e+00       5.549979e-03       6.199152e-01       2.376671e+00       1.793082e-01       7.093919e-01
       67900       1.062409e+00       4.491449e-03       6.117920e-01       2.413145e+00       1.722973e-01       7.232528e-01
       68000       1.076867e+00       5.918102e-03       6.142889e-01       2.104124e+00       1.779213e-01       7.283076e-01
       68100       1.074351e+00       7.547333e-03       6.146961e-01       2.745164e+00       1.029972e-01       7.271889e-01
       68200       1.056840e+00       2.067158e-03       6.016431e-01       2.103081e+00       1.545355e-01       7.125038e-01
       68300       1.072823e+00       4.609998e-03       6.154765e-01       2.212339e+00       1.721614e-01       7.330062e-01
       68400       1.083860e+00       6.121068e-03       6.198746e-01       2.641523e+00       1.841600e-01       7.143084e-01
       68500       1.074296e+00       3.283924e-03       6.117112e-01       2.246579e+00       1.743974e-01       7.303930e-01
       68600       1.097625e+00       5.378193e-03       6.281815e-01       2.346198e+00       1.773799e-01       7.421127e-01
       68700       1.072362e+00       6.663394e-03       6.152916e-01       2.544705e+00       1.671564e-01       7.136772e-01
       68800       1.070509e+00       5.279126e-03       6.153158e-01       2.571089e+00       1.740807e-01       7.254632e-01
       68900       1.082036e+00       9.383998e-03       6.201436e-01       2.068647e+00       1.773248e-01       7.186412e-01
       69000       1.068339e+00       5.124575e-03       6.146926e-01       2.097828e+00       1.743284e-01       7.081669e-01
       69100       1.073921e+00       9.263134e-03       6.171960e-01       2.481749e+00       1.397745e-01       7.265876e-01
       69200       1.036709e+00       1.044490e-02       5.976705e-01       2.635777e+00       1.856958e-01       7.306952e-01
       69300       1.080466e+00       4.846871e-03       6.150678e-01       2.892029e+00       1.645686e-01       7.259666e-01
       69400       1.078406e+00       4.887379e-03       6.168218e-01       2.122730e+00       1.689790e-01       6.994096e-01
       69500       1.087421e+00       1.140368e-02       6.227739e-01       2.304266e+00       1.572857e-01       7.078039e-01
       69600       1.124766e+00       9.394106e-03       6.368448e-01       2.053555e+00       1.903777e-01       7.178945e-01
       69700       1.070944e+00       6.131824e-03       6.080965e-01       2.085249e+00       1.780137e-01       7.087593e-01
       69800       1.086209e+00       8.163699e-03       6.209854e-01       2.771581e+00       1.930342e-01       7.208231e-01
       69900       1.107629e+00       4.223458e-03       6.358440e-01       2.604576e+00       1.601617e-01       7.215091e-01
       70000       1.078092e+00       5.524495e-03       6.163516e-01       2.268930e+00       1.465735e-01       7.183634e-01
       70100       1.067420e+00       3.945792e-03       6.104044e-01       2.178515e+00       1.336157e-01       7.220220e-01
       70200       1.055941e+00       8.911448e-03       6.048938e-01       2.109826e+00       1.316561e-01       6.955803e-01
       70300       1.073086e+00       4.448562e-03       6.148297e-01       2.352510e+00       1.399641e-01       7.062680e-01
       70400       1.087200e+00       5.683499e-03       6.180295e-01       2.290518e+00       1.954922e-01       7.202775e-01
       70500       1.067121e+00       8.977889e-03       6.069713e-01       2.779075e+00       1.497823e-01       7.066089e-01
       70600       1.069509e+00       2.645029e-03       6.114279e-01       2.104826e+00       1.602195e-01       7.079117e-01
       70700       1.066888e+00       6.297732e-03       6.107603e-01       2.154043e+00       1.731276e-01       7.022648e-01
       70800       1.067304e+00       5.405814e-03       6.114499e-01       2.038472e+00       1.550970e-01       7.008485e-01
       70900       1.016004e+00       7.850509e-03       5.863058e-01       1.873343e+00       1.553495e-01       6.947856e-01
       71000       1.043221e+00       8.873701e-03       6.009290e-01       2.073120e+00       1.555934e-01       7.106951e-01
       71100       1.023723e+00       6.189871e-03       5.840586e-01       2.490889e+00       1.666444e-01       6.972198e-01
       71200       1.044951e+00       3.182137e-03       5.992814e-01       2.328923e+00       1.235619e-01       7.137512e-01
       71300       1.060459e+00       6.793782e-03       6.076033e-01       2.175345e+00       1.673414e-01       7.162202e-01
       71400       1.078634e+00       6.179506e-03       6.169870e-01       2.176469e+00       1.665363e-01       7.147559e-01
       71500       1.067919e+00       7.493678e-03       6.111466e-01       2.039055e+00       1.828347e-01       7.027454e-01
       71600       1.068173e+00       9.858139e-03       6.113508e-01       2.215320e+00       1.416134e-01       7.197971e-01
       71700       1.069069e+00       2.811634e-03       6.079515e-01       2.249179e+00       1.566480e-01       7.158425e-01
       71800       1.060621e+00       1.885442e-03       6.045290e-01       2.396237e+00       1.959378e-01       7.204331e-01
       71900       1.067229e+00       7.933095e-03       6.079521e-01       2.621794e+00       1.523098e-01       7.343253e-01
       72000       1.060021e+00       7.622999e-03       6.063164e-01       2.664692e+00       1.224646e-01       7.386562e-01
       72100       1.031550e+00       9.229907e-03       5.862979e-01       2.270488e+00       1.744482e-01       7.047085e-01
       72200       1.067036e+00       1.402325e-02       6.030594e-01       2.242615e+00       1.500434e-01       7.250878e-01
       72300       1.037721e+00       6.292619e-03       5.834218e-01       2.340314e+00       1.299056e-01       7.122801e-01
       72400       1.058109e+00       8.034635e-03       5.990546e-01       2.941941e+00       1.230687e-01       7.247256e-01
       72500       1.062588e+00       7.596617e-03       6.001315e-01       2.551150e+00       1.467173e-01       7.132690e-01
       72600       1.075879e+00       7.793746e-03       6.106923e-01       2.263158e+00       1.498215e-01       7.185298e-01
       72700       1.059651e+00       6.132964e-03       6.023971e-01       2.214476e+00       1.717580e-01       7.209159e-01
       72800       1.075202e+00       4.307360e-03       6.123624e-01       2.262140e+00       1.703073e-01       7.227470e-01
       72900       1.086855e+00       8.611474e-03       6.140252e-01       2.331204e+00       1.686735e-01       7.208330e-01
       73000       1.072630e+00       4.684158e-03       6.017840e-01       2.038731e+00       1.028289e-01       7.185558e-01
       73100       1.091332e+00       2.747563e-03       6.088368e-01       2.764867e+00       1.899093e-01       7.292198e-01
       73200       1.103779e+00       3.717715e-03       6.224668e-01       2.404232e+00       1.363314e-01       7.213190e-01
       73300       1.068516e+00       5.372031e-03       6.059715e-01       3.460237e+00       1.105384e-01       7.292739e-01
       73400       1.077441e+00       6.049581e-03       6.111625e-01       2.344980e+00       1.663503e-01       7.327093e-01
       73500       1.093520e+00       1.012445e-02       6.217070e-01       2.027437e+00       2.031432e-01       7.332987e-01
       73600       1.122624e+00       9.017905e-03       6.296244e-01       2.517633e+00       1.891332e-01       7.341670e-01
       73700       1.108838e+00       8.080741e-03       6.253010e-01       2.708176e+00       1.327209e-01       7.255567e-01
       73800       1.070975e+00       7.731412e-03       6.056202e-01       2.218789e+00       1.614038e-01       7.189356e-01
       73900       1.073818e+00       4.554430e-03       6.150773e-01       2.115603e+00       1.885326e-01       7.273260e-01
       74000       1.072408e+00       3.051992e-03       6.114571e-01       2.687025e+00       2.201321e-01       7.294297e-01
       74100       1.091491e+00       7.714011e-03       6.278969e-01       2.208407e+00       1.473570e-01       7.247816e-01
       74200       1.074817e+00       1.016138e-02       6.143981e-01       2.309390e+00       1.305436e-01       7.096949e-01
       74300       1.090393e+00       4.601575e-03       6.248238e-01       2.391912e+00       1.929280e-01       7.280287e-01
       74400       1.076744e+00       7.580695e-03       6.150992e-01       2.097676e+00       1.851619e-01       7.181007e-01
       74500       1.060679e+00       8.353843e-03       6.081492e-01       2.415536e+00       1.853016e-01       7.203033e-01
       74600       1.091021e+00       7.639082e-03       6.150901e-01       2.954717e+00       1.196463e-01       7.153033e-01
       74700       1.090261e+00       1.373021e-02       6.209165e-01       3.317049e+00       1.777912e-01       7.260619e-01
       74800       1.088823e+00       1.223183e-02       6.186493e-01       2.092111e+00       1.595419e-01       7.105822e-01
       74900       1.081974e+00       1.384469e-02       6.124730e-01       2.642330e+00       1.683538e-01       7.283779e-01
       75000       1.108366e+00       7.494639e-03       6.301490e-01       2.900222e+00       1.316660e-01       7.272023e-01
       75100       1.062312e+00       9.517538e-03       6.081381e-01       2.350917e+00       1.254513e-01       7.075597e-01
       75200       1.091250e+00       4.618797e-03       6.145743e-01       2.652893e+00       1.836260e-01       7.141064e-01
       75300       1.039961e+00       1.002057e-02       5.891942e-01       2.283441e+00       1.378030e-01       7.058536e-01
       75400       1.107390e+00       2.613820e-03       6.305582e-01       1.969056e+00       1.694042e-01       7.173852e-01
       75500       1.085928e+00       1.201532e-02       6.112933e-01       1.938991e+00       1.794008e-01       7.062778e-01
       75600       1.073445e+00       1.806767e-02       6.097735e-01       2.126650e+00       1.581033e-01       7.002118e-01
       75700       1.115571e+00       1.461357e-02       6.309174e-01       2.097868e+00       1.773857e-01       7.163165e-01
       75800       1.073741e+00       9.577780e-03       6.089097e-01       2.453494e+00       1.653791e-01       7.244908e-01
       75900       1.110251e+00       6.773304e-03       6.266438e-01       2.412539e+00       1.319417e-01       7.255041e-01
       76000       1.085205e+00       7.283685e-03       6.069916e-01       2.004461e+00       1.352028e-01       7.091467e-01
       76100       1.095051e+00       5.533007e-03       6.169555e-01       2.484299e+00       1.841091e-01       7.111604e-01
       76200       1.096283e+00       8.271052e-03       6.146017e-01       2.357021e+00       1.095323e-01       7.092716e-01
       76300       1.041886e+00       3.534309e-03       5.888479e-01       2.323142e+00       1.214221e-01       6.989444e-01
       76400       1.119202e+00       2.367322e-03       6.230605e-01       2.612498e+00       1.392092e-01       7.119145e-01
       76500       1.106874e+00       1.210183e-02       6.251454e-01       2.616287e+00       1.818765e-01       7.053199e-01
       76600       1.070393e+00       7.198927e-03       6.099007e-01       2.550341e+00       1.661356e-01       7.100174e-01
       76700       1.076335e+00       7.726057e-03       6.079065e-01       2.044807e+00       1.409636e-01       7.011387e-01
       76800       1.066324e+00       7.181843e-03       6.040585e-01       2.254924e+00       1.922571e-01       7.184046e-01
       76900       1.120413e+00       2.947767e-03       6.318040e-01       2.317119e+00       1.795590e-01       7.195715e-01
       77000       1.062404e+00       5.944308e-03       6.011938e-01       2.553082e+00       1.666736e-01       7.066270e-01
       77100       1.082762e+00       6.446935e-03       6.092270e-01       2.466207e+00       1.399058e-01       6.970731e-01
       77200       1.102460e+00       3.072114e-03       6.228939e-01       2.133115e+00       1.653781e-01       7.255889e-01
       77300       1.104226e+00       1.265706e-02       6.208607e-01       1.914116e+00       1.218883e-01       7.130620e-01
       77400       1.099304e+00       1.357482e-02       6.177964e-01       1.978384e+00       1.358393e-01       7.207280e-01
       77500       1.078349e+00       7.603678e-03       6.057488e-01       2.117635e+00       1.643883e-01       7.141877e-01
       77600       1.092940e+00       7.856010e-03       6.093055e-01       2.508644e+00       1.526130e-01       7.181953e-01
       77700       1.077036e+00       4.641566e-03       5.975284e-01       2.106958e+00       1.882875e-01       7.164635e-01
       77800       1.113118e+00       4.388874e-03       6.170698e-01       2.438934e+00       1.684516e-01       7.438905e-01
       77900       1.095388e+00       5.967152e-03       6.084349e-01       2.609449e+00       1.785592e-01       7.291984e-01
       78000       1.081436e+00       3.594462e-03       6.100854e-01       2.383479e+00       1.976552e-01       7.125677e-01
       78100       1.074036e+00       4.129409e-03       6.021578e-01       2.368113e+00       1.485372e-01       7.010036e-01
       78200       1.085452e+00       3.801172e-03       6.133880e-01       2.350580e+00       1.819711e-01       7.058387e-01
       78300       1.058669e+00       5.502247e-03       5.984190e-01       2.372654e+00       1.328487e-01       7.142408e-01
       78400       1.086756e+00       8.944360e-03       6.091046e-01       2.126385e+00       1.594158e-01       7.070426e-01
       78500       1.069849e+00       1.492824e-02       5.988397e-01       2.047940e+00       1.877833e-01       6.955196e-01
       78600       1.109689e+00       3.129244e-03       6.257826e-01       2.413891e+00       1.810989e-01       7.318076e-01
       78700       1.072824e+00       5.386783e-03       6.069704e-01       2.153474e+00       1.666913e-01       7.041877e-01
       78800       1.055080e+00       1.449527e-02       5.981968e-01       3.033285e+00       1.046608e-01       6.918853e-01
       78900       1.056476e+00       7.695098e-03       5.941831e-01       2.044995e+00       1.499893e-01       6.992465e-01
       79000       1.031288e+00       5.007646e-03       5.848718e-01       2.426210e+00       1.674366e-01       6.749390e-01
       79100       1.063446e+00       1.068675e-02       5.951600e-01       2.598474e+00       1.491378e-01       7.070180e-01
       79200       1.038081e+00       4.735591e-03       5.829079e-01       2.575702e+00       1.462431e-01       6.895076e-01
       79300       1.041576e+00       7.146469e-03       5.853587e-01       2.216114e+00       1.100866e-01       6.858675e-01
       79400       1.082900e+00       4.129728e-03       6.074437e-01       2.192183e+00       2.058202e-01       7.020493e-01
       79500       1.044432e+00       9.290061e-03       5.929528e-01       2.688420e+00       1.516671e-01       6.954319e-01
       79600       1.075293e+00       1.094778e-02       6.035148e-01       1.959320e+00       1.643877e-01       6.991886e-01
       79700       1.080197e+00       4.997663e-03       6.140750e-01       2.533887e+00       1.770158e-01       7.165918e-01
       79800       1.073824e+00       3.217092e-03       5.999285e-01       2.272093e+00       1.720259e-01       6.895777e-01
       79900       1.085332e+00       2.566980e-03       6.008601e-01       2.367652e+00       1.540401e-01       7.001041e-01
       80000       1.085472e+00       1.007811e-02       6.070736e-01       2.242014e+00       1.695909e-01       6.924478e-01
       80100       1.098036e+00       5.478515e-03       6.183571e-01       2.313889e+00       1.592332e-01       7.043000e-01
